"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ESP","Spain","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,21.4083333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ESP","Spain","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,24.7916666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ESP","Spain","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,26.1166666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ESP","Spain","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,24.45,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ESP","Spain","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,22.075,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ESP","Spain","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,19.65,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ESP","Spain","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,17.2333333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ESP","Spain","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,15.2666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ESP","Spain","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,14.1166666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SWE","Sweden","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,7.76666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SWE","Sweden","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,7.96666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SWE","Sweden","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SWE","Sweden","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,7.93333333333334,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SWE","Sweden","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,7.4,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SWE","Sweden","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,6.95,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SWE","Sweden","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,6.68333333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SWE","Sweden","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,6.325,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SWE","Sweden","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,6.76666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.40140352043967,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,4.48393991515183,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,4.74668856049921,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,4.82930334839711,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,4.80018025793267,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,4.91871057443227,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,4.7971142996263,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,4.71422680128375,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,4.39445184230663,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","TUR","Turkey","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,8.825,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","TUR","Turkey","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,8.15833333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","TUR","Turkey","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,8.725,"B","Break"
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","TUR","Turkey","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,9.95833333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","TUR","Turkey","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,10.3083333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","TUR","Turkey","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,10.9083333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","TUR","Turkey","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,10.925,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","TUR","Turkey","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,10.975,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","TUR","Turkey","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,13.7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,8.05833333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,7.925,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,7.55,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,6.14166666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,5.325,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,4.825,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,4.35,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,4.01666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.76666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","USA","United States","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,8.95,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","USA","United States","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,8.06666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","USA","United States","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,7.375,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","USA","United States","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,6.16666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","USA","United States","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,5.29166666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","USA","United States","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,4.86666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","USA","United States","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,4.35,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","USA","United States","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","USA","United States","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.66666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,7.125,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,6.43267569808634,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,5.93237761509328,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,6.39140353169338,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,6.21371866366004,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,6.49001247584928,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,6.6736884803668,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,6.9662122743754,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,6.99557150504585,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,12.425,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,9.99166666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,8.56666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,7.38333333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,6.20833333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,6.76666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,5.81666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,5.375,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EST","Estonia","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,4.4,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.6023763075,"B","Break"
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,6.85,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,6.20833333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,5.90833333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,5.24166666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,4.80833333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,4.21666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,4,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SVN","Slovenia","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,8.20833333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SVN","Slovenia","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,8.89166666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SVN","Slovenia","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,10.1583333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SVN","Slovenia","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,9.74166666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SVN","Slovenia","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SVN","Slovenia","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,8.00833333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SVN","Slovenia","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,6.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SVN","Slovenia","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,5.125,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","SVN","Slovenia","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,4.45,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EU28","European Union (28 countries)","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,9.66666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EU28","European Union (28 countries)","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,10.4916666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EU28","European Union (28 countries)","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,10.8916666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EU28","European Union (28 countries)","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,10.2416666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EU28","European Union (28 countries)","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,9.425,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EU28","European Union (28 countries)","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,8.55,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EU28","European Union (28 countries)","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,7.64166666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EU28","European Union (28 countries)","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,6.83333333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EU28","European Union (28 countries)","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,6.325,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,10.895,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,10.4341666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,9.70583333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,9.16666666666666,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,8.96083333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,9.27416666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,9.42583333333334,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,9.71916666666666,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,10.545,,
